,event_number,time,event_condition,event_time,event_wait,event_volume,event_action,valve_state,energy_use,water_use,tempering_water_use,      boiler_1_1,boiler_1_2,boiler_1_3,boiler_1_4,boiler_1_5,boiler_1_6,boiler_1_7,boiler_1_8,boiler_1_9,boiler_1_10,boiler_1_11,boiler_1_12,      boiler_2_1,boiler_2_2,boiler_2_3,boiler_2_4,boiler_2_5,boiler_2_6,boiler_2_7,boiler_2_8,boiler_2_9,boiler_2_10,boiler_2_11,boiler_2_12,      boiler_3_1,boiler_3_2,boiler_3_3,boiler_3_4,boiler_3_5,boiler_3_6,boiler_3_7,boiler_3_8,boiler_3_9,boiler_3_10,boiler_3_11,boiler_3_12,      boiler_4_1,boiler_4_2,boiler_4_3,boiler_4_4,boiler_4_5,boiler_4_6,boiler_4_7,boiler_4_8,boiler_4_9,boiler_4_10,boiler_4_11,boiler_4_12,      inlet_temp_strap,inlet_temp_probe,outlet_temp_strap,outlet_temp_probe,thermostat_temp,ambient_temp,tempering_temp,other
276,4,14:34:39 28/6/24,time,14:35:0 28/6/24,,,,closed,240.00,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.23,0.00,0.00,0.00,0.00,68.00,110.00,110.00,110.00,72.27,110.00,110.00,110.00,0.00,33.30,110.00,26.03,110.00,110.00,110.00,110.00,110.00,99.03,110.00,110.00,110.00,0.00,110.00,71.27,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,21.29,3.87,33.23,25.48,19.03,18.71,
277,4,14:34:40 28/6/24,time,14:35:0 28/6/24,,,,closed,240.62,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.27,0.00,0.00,0.00,0.00,67.77,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,33.23,110.00,25.97,110.00,110.00,110.00,110.00,110.00,98.77,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,22.58,21.29,12.58,32.26,25.48,18.71,18.39,
278,4,14:34:41 28/6/24,time,14:35:0 28/6/24,,,,closed,241.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.77,0.00,0.00,0.00,0.00,67.43,110.00,110.00,110.00,72.27,110.00,110.00,110.00,0.00,32.97,110.00,26.17,110.00,110.00,110.00,110.00,110.00,98.70,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.50,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.00,-50.00,31.94,25.16,19.35,18.71,
279,4,14:34:42 28/6/24,time,14:35:0 28/6/24,,,,closed,242.50,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.07,0.00,0.00,0.00,0.00,68.83,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,33.07,110.00,26.20,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.37,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.65,-50.00,32.58,25.48,18.71,18.71,
280,4,14:34:43 28/6/24,time,14:35:0 28/6/24,,,,closed,243.12,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.37,0.00,0.00,0.00,0.00,68.83,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,33.07,110.00,26.17,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.43,101.17,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.61,20.97,-50.00,32.26,25.81,19.03,18.71,
281,4,14:34:44 28/6/24,time,14:35:0 28/6/24,,,,closed,244.37,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.63,0.00,0.00,0.00,0.00,67.60,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,33.17,110.00,25.93,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.47,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,19.68,-19.03,32.58,25.16,19.35,18.71,
282,4,14:34:45 28/6/24,time,14:35:0 28/6/24,,,,closed,245.00,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.63,0.00,0.00,0.00,0.00,67.73,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,33.17,110.00,26.07,110.00,110.00,110.00,110.00,110.00,99.13,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.80,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,19.68,-50.00,32.90,25.16,19.03,18.71,
283,4,14:34:46 28/6/24,time,14:35:0 28/6/24,,,,closed,245.62,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.77,0.00,0.00,0.00,0.00,68.33,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,33.13,110.00,26.10,110.00,110.00,110.00,110.00,110.00,99.17,110.00,110.00,110.00,0.00,110.00,71.27,110.00,110.00,0.00,110.00,0.00,67.53,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,20.97,-50.00,32.26,25.16,19.35,18.71,
284,4,14:34:47 28/6/24,time,14:35:0 28/6/24,,,,closed,246.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.30,0.00,0.00,0.00,0.00,68.13,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,33.30,110.00,25.77,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.30,110.00,110.00,0.00,110.00,0.00,67.37,101.63,110.00,110.00,110.00,110.00,110.00,110.00,110.00,22.26,22.26,14.84,32.90,25.81,19.35,18.39,
285,4,14:34:48 28/6/24,time,14:35:0 28/6/24,,,,closed,247.50,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.70,0.00,0.00,0.00,0.00,67.73,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,33.43,110.00,25.83,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.37,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.03,21.94,8.39,32.58,25.48,19.03,18.06,
286,4,14:34:49 28/6/24,time,14:35:0 28/6/24,,,,closed,248.12,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.70,0.00,0.00,0.00,0.00,67.53,110.00,110.00,110.00,72.13,110.00,110.00,110.00,0.00,33.30,110.00,25.90,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,70.97,110.00,110.00,0.00,110.00,0.00,67.23,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,20.65,-7.74,31.94,26.45,19.35,18.39,
287,4,14:34:50 28/6/24,time,14:35:0 28/6/24,,,,closed,249.37,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.07,0.00,0.00,0.00,0.00,68.77,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,33.53,110.00,26.07,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.40,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.29,20.32,13.23,32.26,25.48,19.03,18.06,
288,4,14:34:51 28/6/24,time,14:35:0 28/6/24,,,,closed,250.00,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.10,0.00,0.00,0.00,0.00,68.47,110.00,110.00,110.00,72.27,110.00,110.00,110.00,0.00,33.37,110.00,26.03,110.00,110.00,110.00,110.00,110.00,98.37,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.37,101.20,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.23,23.87,11.94,31.94,25.81,19.03,18.06,
289,4,14:34:52 28/6/24,time,14:35:0 28/6/24,,,,closed,250.62,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.13,0.00,0.00,0.00,0.00,68.30,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,33.43,110.00,25.87,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.40,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.55,17.42,13.23,31.94,25.48,19.35,18.06,
290,4,14:34:53 28/6/24,time,14:35:0 28/6/24,,,,closed,251.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.17,0.00,0.00,0.00,0.00,68.97,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,33.23,110.00,25.97,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.37,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,20.97,-50.00,31.94,24.84,19.35,18.71,
291,4,14:34:54 28/6/24,time,14:35:0 28/6/24,,,,closed,252.50,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.27,0.00,0.00,0.00,0.00,68.87,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,33.27,110.00,26.03,110.00,110.00,110.00,110.00,110.00,99.17,110.00,110.00,110.00,0.00,110.00,71.33,110.00,110.00,0.00,110.00,0.00,67.57,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.29,20.00,-28.06,31.94,25.48,19.03,18.06,
292,4,14:34:55 28/6/24,time,14:35:0 28/6/24,,,,closed,253.12,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.10,0.00,0.00,0.00,0.00,68.77,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,33.43,110.00,25.97,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.43,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.39,21.94,11.29,32.26,25.48,19.35,17.74,
293,4,14:34:56 28/6/24,time,14:35:0 28/6/24,,,,closed,254.37,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.73,0.00,0.00,0.00,0.00,67.70,110.00,110.00,110.00,72.13,110.00,110.00,110.00,0.00,33.33,110.00,25.60,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.47,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,20.32,-32.90,32.58,25.16,19.03,18.06,
294,4,14:34:57 28/6/24,time,14:35:0 28/6/24,,,,closed,255.00,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.70,0.00,0.00,0.00,0.00,68.00,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,33.20,110.00,25.87,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.30,110.00,110.00,0.00,110.00,0.00,67.67,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.65,-50.00,32.26,25.81,19.35,18.39,
295,4,14:34:58 28/6/24,time,14:35:0 28/6/24,,,,closed,255.62,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.33,0.00,0.00,0.00,0.00,68.33,110.00,110.00,110.00,71.87,110.00,110.00,110.00,0.00,33.30,110.00,25.97,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.20,110.00,110.00,0.00,110.00,0.00,67.53,101.63,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,20.65,-50.00,32.26,25.48,19.35,19.03,
296,4,14:34:59 28/6/24,time,14:35:0 28/6/24,,,,closed,256.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.40,0.00,0.00,0.00,0.00,68.43,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,33.30,110.00,25.97,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.27,110.00,110.00,0.00,110.00,0.00,67.47,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.32,-50.00,31.94,25.81,19.03,18.39,
297,4,14:35:0 28/6/24,time,14:35:0 28/6/24,,,,closed,257.50,48.00,0.00,110.00,110.00,0.00,0.00,0.00,68.37,0.00,0.00,0.00,0.00,68.53,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,33.30,110.00,25.93,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.33,110.00,110.00,0.00,110.00,0.00,67.47,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,20.65,-50.00,32.58,25.81,19.03,18.39,
END LOGGING
