,event_number,time,event_condition,event_time,event_wait,event_volume,event_action,valve_state,energy_use,water_use,tempering_water_use,      boiler_1_1,boiler_1_2,boiler_1_3,boiler_1_4,boiler_1_5,boiler_1_6,boiler_1_7,boiler_1_8,boiler_1_9,boiler_1_10,boiler_1_11,boiler_1_12,      boiler_2_1,boiler_2_2,boiler_2_3,boiler_2_4,boiler_2_5,boiler_2_6,boiler_2_7,boiler_2_8,boiler_2_9,boiler_2_10,boiler_2_11,boiler_2_12,      boiler_3_1,boiler_3_2,boiler_3_3,boiler_3_4,boiler_3_5,boiler_3_6,boiler_3_7,boiler_3_8,boiler_3_9,boiler_3_10,boiler_3_11,boiler_3_12,      boiler_4_1,boiler_4_2,boiler_4_3,boiler_4_4,boiler_4_5,boiler_4_6,boiler_4_7,boiler_4_8,boiler_4_9,boiler_4_10,boiler_4_11,boiler_4_12,      inlet_temp_strap,inlet_temp_probe,outlet_temp_strap,outlet_temp_probe,thermostat_temp,ambient_temp,tempering_temp,other
0,2,14:30:3 28/6/24,time,14:30:10 28/6/24,,,,closed,10.63,0.00,0.00,110.00,110.00,0.00,0.00,0.00,76.37,0.00,0.00,0.00,0.00,69.13,110.00,110.00,110.00,73.30,110.00,110.00,110.00,0.00,37.43,110.00,27.63,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.47,110.00,110.00,0.00,110.00,0.00,67.57,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,21.61,-50.00,24.19,30.97,19.03,18.71,
1,2,14:30:4 28/6/24,time,14:30:10 28/6/24,,,,closed,11.25,0.00,0.00,110.00,110.00,0.00,0.00,0.00,76.03,0.00,0.00,0.00,0.00,69.67,110.00,110.00,110.00,73.43,110.00,110.00,110.00,0.00,37.60,110.00,27.70,110.00,110.00,110.00,110.00,110.00,99.13,110.00,110.00,110.00,0.00,110.00,71.40,110.00,110.00,0.00,110.00,0.00,67.27,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.03,21.29,-39.03,24.84,30.97,19.03,18.39,
2,2,14:30:5 28/6/24,time,14:30:10 28/6/24,,,,closed,11.88,0.00,0.00,110.00,110.00,0.00,0.00,0.00,75.70,0.00,0.00,0.00,0.00,68.93,110.00,110.00,110.00,73.37,110.00,110.00,110.00,0.00,37.83,110.00,27.60,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.33,110.00,110.00,0.00,110.00,0.00,67.37,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,22.26,13.87,24.84,30.97,19.03,18.06,
3,2,14:30:6 28/6/24,time,14:30:10 28/6/24,,,,closed,13.13,0.00,0.00,110.00,110.00,0.00,0.00,0.00,76.27,0.00,0.00,0.00,0.00,68.97,110.00,110.00,110.00,73.30,110.00,110.00,110.00,0.00,37.70,110.00,27.70,110.00,110.00,110.00,110.00,110.00,99.13,110.00,110.00,110.00,0.00,110.00,71.47,110.00,110.00,0.00,110.00,0.00,67.50,101.80,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.97,-50.00,24.52,31.61,19.03,18.06,
4,2,14:30:7 28/6/24,time,14:30:10 28/6/24,,,,closed,13.75,0.00,0.00,110.00,110.00,0.00,0.00,0.00,75.53,0.00,0.00,0.00,0.00,69.07,110.00,110.00,110.00,73.30,110.00,110.00,110.00,0.00,37.70,110.00,27.70,110.00,110.00,110.00,110.00,110.00,98.87,110.00,110.00,110.00,0.00,110.00,71.20,110.00,110.00,0.00,110.00,0.00,67.57,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,21.29,-50.00,25.16,30.97,19.35,19.03,
5,2,14:30:8 28/6/24,time,14:30:10 28/6/24,,,,closed,14.38,0.00,0.00,110.00,110.00,0.00,0.00,0.00,75.27,0.00,0.00,0.00,0.00,69.17,110.00,110.00,110.00,73.40,110.00,110.00,110.00,0.00,37.83,110.00,27.60,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.50,110.00,110.00,0.00,110.00,0.00,67.53,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.97,14.52,24.19,31.29,20.65,18.71,
6,2,14:30:9 28/6/24,time,14:30:10 28/6/24,,,,closed,15.63,0.00,0.00,110.00,110.00,0.00,0.00,0.00,75.77,0.00,0.00,0.00,0.00,69.10,110.00,110.00,110.00,73.27,110.00,110.00,110.00,0.00,37.63,110.00,27.67,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.53,110.00,110.00,0.00,110.00,0.00,67.50,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,21.29,-50.00,24.19,30.97,18.71,18.71,
7,2,14:30:10 28/6/24,time,14:30:10 28/6/24,,,,closed,16.25,0.00,0.00,110.00,110.00,0.00,0.00,0.00,75.27,0.00,0.00,0.00,0.00,69.53,110.00,110.00,110.00,73.37,110.00,110.00,110.00,0.00,37.53,110.00,27.67,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.43,110.00,110.00,0.00,110.00,0.00,67.40,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.97,-23.87,24.52,30.97,19.03,18.71,
8,2,14:30:11 28/6/24,time,14:32:0 28/6/24,,,,open,16.87,0.00,0.00,110.00,110.00,0.00,0.00,0.00,75.50,0.00,0.00,0.00,0.00,69.33,110.00,110.00,110.00,73.17,110.00,110.00,110.00,0.00,37.67,110.00,27.73,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.33,110.00,110.00,0.00,110.00,0.00,67.50,101.10,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.03,20.97,-30.65,24.84,30.97,19.35,19.03,
9,3,14:30:12 28/6/24,time,14:32:0 28/6/24,,,,open,18.12,0.00,0.00,110.00,110.00,0.00,0.00,0.00,75.90,0.00,0.00,0.00,0.00,68.17,110.00,110.00,110.00,73.30,110.00,110.00,110.00,0.00,37.73,110.00,27.60,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.60,110.00,110.00,0.00,110.00,0.00,67.43,100.77,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.39,19.68,-50.00,25.48,31.29,19.03,18.71,
10,3,14:30:13 28/6/24,time,14:32:0 28/6/24,,,,open,18.75,0.00,0.00,110.00,110.00,0.00,0.00,0.00,76.07,0.00,0.00,0.00,0.00,68.73,110.00,110.00,110.00,73.13,110.00,110.00,110.00,0.00,37.63,110.00,27.70,110.00,110.00,110.00,110.00,110.00,98.80,110.00,110.00,110.00,0.00,110.00,71.37,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,20.97,-50.00,25.16,30.97,19.03,19.03,
11,3,14:30:14 28/6/24,time,14:32:0 28/6/24,,,,open,19.37,0.50,0.00,110.00,110.00,0.00,0.00,0.00,75.23,0.00,0.00,0.00,0.00,69.40,110.00,110.00,110.00,73.27,110.00,110.00,110.00,0.00,37.73,110.00,27.73,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.47,110.00,110.00,0.00,110.00,0.00,67.50,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,21.61,-39.35,27.42,30.97,19.35,18.71,
12,3,14:30:15 28/6/24,time,14:32:0 28/6/24,,,,open,20.62,1.00,0.00,110.00,110.00,0.00,0.00,0.00,75.73,0.00,0.00,0.00,0.00,68.57,110.00,110.00,110.00,73.17,110.00,110.00,110.00,0.00,37.63,110.00,27.43,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.40,110.00,110.00,0.00,110.00,0.00,67.53,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,21.29,-50.00,30.00,31.29,19.03,18.71,
13,3,14:30:16 28/6/24,time,14:32:0 28/6/24,,,,open,21.25,1.00,0.00,110.00,110.00,0.00,0.00,0.00,75.60,0.00,0.00,0.00,0.00,69.20,110.00,110.00,110.00,73.27,110.00,110.00,110.00,0.00,37.47,110.00,27.77,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.43,110.00,110.00,0.00,110.00,0.00,67.60,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,20.32,-50.00,30.65,30.97,19.35,19.03,
14,3,14:30:17 28/6/24,time,14:32:0 28/6/24,,,,open,21.87,1.50,0.00,110.00,110.00,0.00,0.00,0.00,75.10,0.00,0.00,0.00,0.00,69.50,110.00,110.00,110.00,73.33,110.00,110.00,110.00,0.00,37.70,110.00,27.40,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.47,110.00,110.00,0.00,110.00,0.00,67.57,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.32,-50.00,32.26,30.97,19.03,18.39,
15,3,14:30:18 28/6/24,time,14:32:0 28/6/24,,,,open,23.12,2.00,0.00,110.00,110.00,0.00,0.00,0.00,75.97,0.00,0.00,0.00,0.00,68.67,110.00,110.00,110.00,73.20,110.00,110.00,110.00,0.00,37.60,110.00,27.57,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.43,110.00,110.00,0.00,110.00,0.00,67.47,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,19.68,-50.00,32.26,31.61,19.35,18.71,
16,3,14:30:19 28/6/24,time,14:32:0 28/6/24,,,,open,23.75,2.50,0.00,110.00,110.00,0.00,0.00,0.00,75.93,0.00,0.00,0.00,0.00,69.07,110.00,110.00,110.00,73.30,110.00,110.00,110.00,0.00,37.60,110.00,27.77,110.00,110.00,110.00,110.00,110.00,98.83,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.60,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.97,-50.00,31.94,31.61,19.03,18.39,
17,3,14:30:20 28/6/24,time,14:32:0 28/6/24,,,,open,24.37,2.50,0.00,110.00,110.00,0.00,0.00,0.00,75.20,0.00,0.00,0.00,0.00,69.43,110.00,110.00,110.00,73.27,110.00,110.00,110.00,0.00,37.67,110.00,27.47,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.47,110.00,110.00,0.00,110.00,0.00,67.50,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,15.16,-50.00,32.90,31.29,19.03,18.39,
18,3,14:30:21 28/6/24,time,14:32:0 28/6/24,,,,open,25.62,3.00,0.00,110.00,110.00,0.00,0.00,0.00,75.77,0.00,0.00,0.00,0.00,68.57,110.00,110.00,110.00,73.30,110.00,110.00,110.00,0.00,37.73,110.00,27.57,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.50,110.00,110.00,0.00,110.00,0.00,67.40,101.33,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.71,18.71,-50.00,34.19,31.29,19.35,17.74,
19,3,14:30:22 28/6/24,time,14:32:0 28/6/24,,,,open,26.25,3.50,0.00,110.00,110.00,0.00,0.00,0.00,75.57,0.00,0.00,0.00,0.00,68.87,110.00,110.00,110.00,73.23,110.00,110.00,110.00,0.00,37.73,110.00,27.73,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.47,110.00,110.00,0.00,110.00,0.00,67.53,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,19.68,-50.00,34.19,31.29,19.03,18.39,
20,3,14:30:23 28/6/24,time,14:32:0 28/6/24,,,,open,26.87,4.00,0.00,110.00,110.00,0.00,0.00,0.00,75.27,0.00,0.00,0.00,0.00,69.43,110.00,110.00,110.00,73.43,110.00,110.00,110.00,0.00,37.73,110.00,27.57,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.40,110.00,110.00,0.00,110.00,0.00,67.53,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,16.77,20.97,-22.26,33.55,31.61,19.03,19.03,
21,3,14:30:24 28/6/24,time,14:32:0 28/6/24,,,,open,28.12,4.50,0.00,110.00,110.00,0.00,0.00,0.00,75.53,0.00,0.00,0.00,0.00,68.43,110.00,110.00,110.00,72.93,110.00,110.00,110.00,0.00,37.80,110.00,27.30,110.00,110.00,110.00,110.00,110.00,98.70,110.00,110.00,110.00,0.00,110.00,71.33,110.00,110.00,0.00,110.00,0.00,67.43,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.71,20.00,-50.00,33.87,33.23,19.03,19.03,
22,3,14:30:25 28/6/24,time,14:32:0 28/6/24,,,,open,28.75,5.00,0.00,110.00,110.00,0.00,0.00,0.00,74.83,0.00,0.00,0.00,0.00,68.67,110.00,110.00,110.00,73.23,110.00,110.00,110.00,0.00,37.80,110.00,27.53,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.37,110.00,110.00,0.00,110.00,0.00,67.63,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.03,20.65,-50.00,33.87,31.29,19.35,18.06,
23,3,14:30:26 28/6/24,time,14:32:0 28/6/24,,,,open,29.37,5.50,0.00,110.00,110.00,0.00,0.00,0.00,74.60,0.00,0.00,0.00,0.00,69.07,110.00,110.00,110.00,73.17,110.00,110.00,110.00,0.00,37.80,110.00,27.37,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.40,110.00,110.00,0.00,110.00,0.00,67.53,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,16.77,-6.77,34.19,31.61,19.35,18.71,
24,3,14:30:27 28/6/24,time,14:32:0 28/6/24,,,,open,30.62,6.00,0.00,110.00,110.00,0.00,0.00,0.00,75.27,0.00,0.00,0.00,0.00,68.23,110.00,110.00,110.00,73.13,110.00,110.00,110.00,0.00,37.83,110.00,27.23,110.00,110.00,110.00,110.00,110.00,98.47,110.00,110.00,110.00,0.00,110.00,71.33,110.00,110.00,0.00,110.00,0.00,67.40,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.32,-50.00,34.84,30.97,19.03,18.71,
25,3,14:30:28 28/6/24,time,14:32:0 28/6/24,,,,open,31.25,6.00,0.00,110.00,110.00,0.00,0.00,0.00,75.33,0.00,0.00,0.00,0.00,68.90,110.00,110.00,110.00,73.10,110.00,110.00,110.00,0.00,37.80,110.00,27.20,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.47,110.00,110.00,0.00,110.00,0.00,67.43,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,34.19,31.29,19.03,18.39,
26,3,14:30:29 28/6/24,time,14:32:0 28/6/24,,,,open,31.87,6.50,0.00,110.00,110.00,0.00,0.00,0.00,75.33,0.00,0.00,0.00,0.00,68.97,110.00,110.00,110.00,73.03,110.00,110.00,110.00,0.00,37.53,110.00,27.23,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.40,110.00,110.00,0.00,110.00,0.00,67.53,101.77,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.94,24.19,4.19,34.19,30.97,19.35,19.03,
27,3,14:30:30 28/6/24,time,14:32:0 28/6/24,,,,open,33.13,7.00,0.00,110.00,110.00,0.00,0.00,0.00,75.33,0.00,0.00,0.00,0.00,68.20,110.00,110.00,110.00,72.90,110.00,110.00,110.00,0.00,37.67,110.00,27.00,110.00,110.00,110.00,110.00,110.00,99.03,110.00,110.00,110.00,0.00,110.00,71.30,110.00,110.00,0.00,110.00,0.00,67.50,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.71,19.68,-28.06,34.84,31.61,19.03,18.71,
28,3,14:30:31 28/6/24,time,14:32:0 28/6/24,,,,open,33.75,7.50,0.00,110.00,110.00,0.00,0.00,0.00,75.27,0.00,0.00,0.00,0.00,68.60,110.00,110.00,110.00,72.93,110.00,110.00,110.00,0.00,37.67,110.00,27.13,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.33,110.00,110.00,0.00,110.00,0.00,67.53,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,20.65,-50.00,34.19,31.61,19.03,18.39,
29,3,14:30:32 28/6/24,time,14:32:0 28/6/24,,,,open,34.38,8.00,0.00,110.00,110.00,0.00,0.00,0.00,75.50,0.00,0.00,0.00,0.00,68.90,110.00,110.00,110.00,72.93,110.00,110.00,110.00,0.00,37.67,110.00,27.27,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,22.90,18.39,9.03,34.52,32.58,19.35,18.39,
30,3,14:30:33 28/6/24,time,14:32:0 28/6/24,,,,open,35.63,8.50,0.00,110.00,110.00,0.00,0.00,0.00,75.33,0.00,0.00,0.00,0.00,68.17,110.00,110.00,110.00,73.00,110.00,110.00,110.00,0.00,37.83,110.00,27.10,110.00,110.00,110.00,110.00,110.00,98.87,110.00,110.00,110.00,0.00,110.00,71.00,110.00,110.00,0.00,110.00,0.00,67.30,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.71,15.16,3.87,34.19,31.61,19.35,19.03,
31,3,14:30:34 28/6/24,time,14:32:0 28/6/24,,,,open,36.25,9.00,0.00,110.00,110.00,0.00,0.00,0.00,75.30,0.00,0.00,0.00,0.00,68.27,110.00,110.00,110.00,72.90,110.00,110.00,110.00,0.00,37.87,110.00,27.07,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.37,110.00,110.00,0.00,110.00,0.00,67.50,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,14.84,20.97,-17.10,34.52,31.29,19.03,18.06,
32,3,14:30:35 28/6/24,time,14:32:0 28/6/24,,,,open,36.88,9.50,0.00,110.00,110.00,0.00,0.00,0.00,75.43,0.00,0.00,0.00,0.00,68.47,110.00,110.00,110.00,72.83,110.00,110.00,110.00,0.00,37.53,110.00,27.13,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.43,110.00,110.00,0.00,110.00,0.00,67.57,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.55,18.71,15.16,34.52,31.29,19.68,18.39,
33,3,14:30:36 28/6/24,time,14:32:0 28/6/24,,,,open,38.13,9.50,0.00,110.00,110.00,0.00,0.00,0.00,74.63,0.00,0.00,0.00,0.00,68.50,110.00,110.00,110.00,72.93,110.00,110.00,110.00,0.00,37.87,110.00,27.10,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.47,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.87,18.06,11.29,34.84,31.29,19.03,18.71,
34,3,14:30:37 28/6/24,time,14:32:0 28/6/24,,,,open,38.75,10.00,0.00,110.00,110.00,0.00,0.00,0.00,75.33,0.00,0.00,0.00,0.00,68.40,110.00,110.00,110.00,72.83,110.00,110.00,110.00,0.00,37.93,110.00,27.03,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.30,110.00,110.00,0.00,110.00,0.00,67.37,101.10,110.00,110.00,110.00,110.00,110.00,110.00,110.00,17.10,20.00,8.71,33.87,30.97,19.68,18.39,
35,3,14:30:38 28/6/24,time,14:32:0 28/6/24,,,,open,39.38,10.50,0.00,110.00,110.00,0.00,0.00,0.00,75.57,0.00,0.00,0.00,0.00,68.20,110.00,110.00,110.00,72.73,110.00,110.00,110.00,0.00,37.87,110.00,26.87,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.30,101.77,110.00,110.00,110.00,110.00,110.00,110.00,110.00,15.81,22.90,13.55,34.52,31.29,19.03,18.39,
36,3,14:30:39 28/6/24,time,14:32:0 28/6/24,,,,open,40.63,11.00,0.00,110.00,110.00,0.00,0.00,0.00,75.10,0.00,0.00,0.00,0.00,69.07,110.00,110.00,110.00,72.93,110.00,110.00,110.00,0.00,37.97,110.00,26.97,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.30,110.00,110.00,0.00,110.00,0.00,67.40,101.37,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,22.58,12.58,34.52,31.29,19.35,18.06,
37,3,14:30:40 28/6/24,time,14:32:0 28/6/24,,,,open,41.25,11.50,0.00,110.00,110.00,0.00,0.00,0.00,74.77,0.00,0.00,0.00,0.00,68.70,110.00,110.00,110.00,72.93,110.00,110.00,110.00,0.00,37.93,110.00,26.80,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.47,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,17.74,22.90,11.29,34.84,31.29,19.03,18.39,
38,3,14:30:41 28/6/24,time,14:32:0 28/6/24,,,,open,41.88,12.00,0.00,110.00,110.00,0.00,0.00,0.00,74.97,0.00,0.00,0.00,0.00,68.30,110.00,110.00,110.00,72.97,110.00,110.00,110.00,0.00,37.97,110.00,26.57,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,70.90,110.00,110.00,0.00,110.00,0.00,67.40,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,20.65,-22.26,35.16,30.97,19.03,18.71,
39,3,14:30:42 28/6/24,time,14:32:0 28/6/24,,,,open,43.13,12.50,0.00,110.00,110.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,69.23,110.00,110.00,110.00,72.90,110.00,110.00,110.00,0.00,37.83,110.00,26.73,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.40,110.00,110.00,0.00,110.00,0.00,67.30,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.06,20.65,-32.58,34.52,31.29,19.35,19.03,
40,3,14:30:43 28/6/24,time,14:32:0 28/6/24,,,,open,43.75,13.00,0.00,110.00,110.00,0.00,0.00,0.00,75.13,0.00,0.00,0.00,0.00,69.10,110.00,110.00,110.00,72.87,110.00,110.00,110.00,0.00,38.00,110.00,26.67,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,21.61,12.26,34.84,30.97,19.03,18.71,
41,3,14:30:44 28/6/24,time,14:32:0 28/6/24,,,,open,44.38,13.00,0.00,110.00,110.00,0.00,0.00,0.00,75.20,0.00,0.00,0.00,0.00,68.87,110.00,110.00,110.00,72.83,110.00,110.00,110.00,0.00,38.00,110.00,26.47,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.30,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.65,-50.00,34.19,31.29,20.00,18.06,
42,3,14:30:45 28/6/24,time,14:32:0 28/6/24,,,,open,45.63,13.50,0.00,110.00,110.00,0.00,0.00,0.00,75.33,0.00,0.00,0.00,0.00,69.10,110.00,110.00,110.00,72.73,110.00,110.00,110.00,0.00,37.70,110.00,26.67,110.00,110.00,110.00,110.00,110.00,99.13,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.43,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,34.19,31.29,19.03,18.71,
43,3,14:30:46 28/6/24,time,14:32:0 28/6/24,,,,open,46.25,14.00,0.00,110.00,110.00,0.00,0.00,0.00,75.23,0.00,0.00,0.00,0.00,69.33,110.00,110.00,110.00,72.77,110.00,110.00,110.00,0.00,37.77,110.00,26.53,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.30,110.00,110.00,0.00,110.00,0.00,67.53,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.00,-44.19,33.87,30.97,19.35,18.71,
44,3,14:30:47 28/6/24,time,14:32:0 28/6/24,,,,open,46.88,14.50,0.00,110.00,110.00,0.00,0.00,0.00,74.87,0.00,0.00,0.00,0.00,69.30,110.00,110.00,110.00,72.67,110.00,110.00,110.00,0.00,37.93,110.00,26.40,110.00,110.00,110.00,110.00,110.00,98.77,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.47,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.32,-50.00,34.84,31.29,19.03,18.71,
45,3,14:30:48 28/6/24,time,14:32:0 28/6/24,,,,open,48.13,15.00,0.00,110.00,110.00,0.00,0.00,0.00,75.23,0.00,0.00,0.00,0.00,68.13,110.00,110.00,110.00,72.60,110.00,110.00,110.00,0.00,37.97,110.00,25.97,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.47,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,15.81,25.81,8.71,34.84,31.29,19.03,18.39,
46,3,14:30:49 28/6/24,time,14:32:0 28/6/24,,,,open,48.75,15.50,0.00,110.00,110.00,0.00,0.00,0.00,75.77,0.00,0.00,0.00,0.00,67.87,110.00,110.00,110.00,72.57,110.00,110.00,110.00,0.00,37.67,110.00,25.90,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.43,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.29,19.03,-10.65,34.84,30.97,19.35,18.71,
47,3,14:30:50 28/6/24,time,14:32:0 28/6/24,,,,open,49.38,16.00,0.00,110.00,110.00,0.00,0.00,0.00,75.73,0.00,0.00,0.00,0.00,68.10,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,37.77,110.00,25.90,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.43,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,15.81,19.68,12.26,34.19,31.29,19.03,18.06,
48,3,14:30:51 28/6/24,time,14:32:0 28/6/24,,,,open,50.63,16.50,0.00,110.00,110.00,0.00,0.00,0.00,75.27,0.00,0.00,0.00,0.00,67.97,110.00,110.00,110.00,72.53,110.00,110.00,110.00,0.00,37.97,110.00,25.83,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.43,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,22.26,21.61,12.58,34.52,31.29,19.03,18.71,
49,3,14:30:52 28/6/24,time,14:32:0 28/6/24,,,,open,51.25,16.50,0.00,110.00,110.00,0.00,0.00,0.00,75.17,0.00,0.00,0.00,0.00,68.13,110.00,110.00,110.00,72.50,110.00,110.00,110.00,0.00,38.00,110.00,25.60,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.40,101.20,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,21.94,14.52,34.19,30.97,19.03,18.39,
